,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
3862,4/9/2020,United States,,,,United States,Science Feedback,"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and that’s what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.","Andrew Gaiziunas, Medium",http://web.archive.org/web/20200405061401/https://medium.com/@agaiziunas/covid-19-had-us-all-fooled-but-now-we-might-have-finally-found-its-secret-91182386efcb,https://healthfeedback.org/claimreview/claim-that-sars-cov-2-binds-to-hemoglobin-in-red-blood-cells-unsupported-and-implausible-andrew-gaiziunas/,English,false,"The claim that COVID-19 causes hypoxia because the causative virus binds to hemoglobin in red blood cells is unsupported. For starters, no scientific evidence demonstrates that SARS-CoV-2 can enter red blood cells. The claim that the virus binds to hemoglobin is founded on the conclusions of a single pre-print, which solely involves computational analysis, without experimental verification or peer-review. The mechanism proposed is also inconsistent with clinical evidence from COVID-19 patients.",other,['United States'],archive.org,https://medium.com/@agaiziunas/covid-19-had-us-all-fooled-but-now-we-might-have-finally-found-its-secret-91182386efcb,medium.com,2020-04-09,"['covid', 'causes', 'prolonged', 'progressive', 'hypoxia', 'starving', 'body', 'oxygen', 'binding', 'heme', 'groups', 'hemoglobin', 'red', 'blood', 'cells', 'people', 'simply', 'desaturating', 'losing', 'blood', 'eventually', 'leads', 'organ', 'failures', 'kill', 'form', 'ards', 'pneumonia']"
5306,4/30/2020,Mexico,,,,Mexico,Animal Político,Prolonged use of the mask causes hypoxia.,Facebook,https://www.facebook.com/orgonitasags75/posts/866780743800540,https://animal.mx/2020/05/falso-usar-cubrebocas-causa-hipoxia/,Spanish,false,"Although it is true that a face mask can generate unpleasant sensations, do not worry, it is normal and using it will not cause you to be deficient in oxygen.",other,['Mexico'],facebook.com,https://www.facebook.com/orgonitasags75/posts/866780743800540,facebook.com,2020-04-30,"['prolonged', 'use', 'mask', 'causes', 'hypoxia']"
5749,5/1/2020,Venezuela,,,,Venezuela,Efecto Cocuyo,Prolonged use of mask can cause hypoxia.,Whatsapp,Unavaliable,https://efectococuyo.com/cocuyo-chequea/hipoxia-mascarillas/,Spanish,false,Doctors explain the tissues of the mask let gases like oyxgen to pass through.,other,['Venezuela'],N/A,Unavaliable,N/A,2020-05-01,"['prolonged', 'use', 'mask', 'cause', 'hypoxia']"
5226,5/4/2020,France,Chile,Brazil,,"France, Chile, Brazil",AFP,"Wearing a mask during an extended period leads to a lack of oxygen called ""hypoxia"".",Social Media,https://perma.cc/WNG6-6CJZ?type=image,https://factuel.afp.com/non-lutilisation-du-masque-de-protection-nentraine-pas-un-manque-doxygene,French,false,"According to several experts consulted, this information is false : wearing masks can't lead to this kind of hypoxia, and removing frequently its mask in order to breathe better is dangerous.",other,"['France', 'Chile', 'Brazil']",perma.cc,https://www.facebook.com/invitationalouverturedenotreconscience/photos/a.1670656153190635/2632079563714951/?type=3&__xts__%5B0%5D=68.ARCKvk5P8TxrwVF33u5P-VhP5f5-0G7ST3xRqPKuTR45Rb7QchlfBP53_HFevjT8Jfx7DBmDTvze8UZVGMgpJbXAR_jdSD34DRtO12DeUmMQ1eAYPsI619Jrru21in2iFwPwrYsmXavbmEFR_YnObSxA5QbMOW0TYCwkzuxaRshujUcNXSmH_IxAhmNF92mLZ7VzRu293k1WTQo9EV4-jHeqdAcXhKkXJaIXsa7P6wgFKVZ07zKDFRKtXF-F2so3ypI8urF6wUb3QKfhwkFi6R4okGfFoyPoIarEw2IlDRi27hqnuvyrYYb6vvYxC-iXJ9fuw1I0&__tn__=-R,facebook.com,2020-05-04,"['wearing', 'mask', 'extended', 'period', 'leads', 'lack', 'oxygen', 'called', 'hypoxia']"
5300,5/7/2020,Brazil,,,,Brazil,Agência Lupa,Wearing masks for a long period of time can cause hypoxia.,WhatsApp,https://www.facebook.com/photo.php?fbid=3194224787274538&set=a.1147659965264374&type=3,https://piaui.folha.uol.com.br/lupa/2020/05/07/verificamos-falso-mascara-hipoxia/,Portuguese,false,"To cause hypoxia, a mask would have to be tightly sealed. Ordinary masks are not tightly sealed, so fresh air does come inside it. Some professional masks are, but precisely because of that they have an air filter.",other,['Brazil'],facebook.com,https://www.facebook.com/photo.php?fbid=3194224787274538&set=a.1147659965264374&type=3,facebook.com,2020-05-07,"['wearing', 'masks', 'long', 'period', 'time', 'cause', 'hypoxia']"
5356,5/7/2020,Colombia,,,,Colombia,Colombiacheck,Prolonged use of face masks causes hypoxia.,"Facebook, Twitter, Instragram, Whatsapp ",http://archive.is/6J2LI,https://colombiacheck.com/chequeos/no-el-uso-prolongado-del-tapabocas-no-produce-hipoxia,Spanish,false,"Surgical, fabric and N95 face masks allow carbon dioxide to pass through. Misusing this implement can increase the chances of contagion.",other,['Colombia'],archive.is,https://www.facebook.com/permalink.php?story_fbid=1572387586270196&id=282192518623049,facebook.com,2020-05-07,"['prolonged', 'use', 'face', 'masks', 'causes', 'hypoxia']"
5477,5/8/2020,Argentina,Spain,Venezuela,Ecuador,"Argentina, Spain, Venezuela, Ecuador",Chequeado,The use or abuse of masks can cause hypoxia.,Social Media,https://drive.google.com/file/d/1gFAKILoF88TW0_k5YrPXTbLwMVgsX-Nf/view?usp=sharing,https://chequeado.com/el-explicador/es-falso-que-el-uso-o-abuso-de-mascarillas-pueda-producir-hipoxia/,Spanish,false,"Experts point out that the tissues of the mask allow gas to pass through and oxygen is a gas, and they also point out that there is no scientific study that indicates that the use of masks or mask can produce hypoxia.",spread,"['Argentina', 'Spain', 'Venezuela', 'Ecuador']",google.com,https://drive.google.com/file/d/1gFAKILoF88TW0_k5YrPXTbLwMVgsX-Nf/view?usp=sharing,google.com,2020-05-08,"['use', 'abuse', 'masks', 'cause', 'hypoxia']"
5572,5/8/2020,Colombia,,,,Colombia,La Silla Vacía,The use or abuse of masks can cause hypoxia.,Facebook,https://www.facebook.com/photo.php?fbid=2879982935455901&set=a.277794792341408&type=3&theater,https://lasillavacia.com/detector-no-uso-prolongado-del-tapabocas-no-causa-hipoxia-falta-oxigeno-76600,Spanish,false,There is no scientific evidence to show that the use of face masks generates hypoxia.,,['Colombia'],facebook.com,https://www.facebook.com/photo.php?fbid=2879982935455901&set=a.277794792341408&type=3&theater,facebook.com,2020-05-08,"['use', 'abuse', 'masks', 'cause', 'hypoxia']"
5863,5/10/2020,India,,,,India,India Today,"Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes.",Facebook post,http://archive.vn/TjS0ww,https://www.indiatoday.in/fact-check/story/fact-check-can-prolonged-use-of-masks-cause-oxygen-deficiency-and-fatigue-1676405-2020-05-10,English,mostly false,Prolonged use of masks is safe provided it is clean and of appropriate size. They should not be worn too tightly.,other,['India'],archive.vn,http://archive.vn/TjS0ww,archive.vn,2020-05-10,"['prolonged', 'use', 'mask', 'causes', 'hypoxia', 'oxygen', 'deficiency', 'fatigue', 'loss', 'reflexes']"
5593,5/12/2020,Brazil,,,,Brazil,Aos Fatos,Prolonged use of protective masks causes hypoxia.,Facebook,https://static.aosfatos.org/media/cke_uploads/2020/05/12/cardhipoxia.jpg,https://www.aosfatos.org/noticias/nao-e-verdade-que-uso-prolongado-de-mascara-de-protecao-causa-hipoxia/,Portuguese,false,"Infectologist and pulmonologist consulted by Aos Fatos claim that hypoxia is caused by diseases, such as anemia or pneumonia, not by the use of masks, which are now mandatory in several cities to contain the transmission of COVID-19.",other,['Brazil'],aosfatos.org,https://static.aosfatos.org/media/cke_uploads/2020/05/12/cardhipoxia.jpg,aosfatos.org,2020-05-12,"['prolonged', 'use', 'protective', 'masks', 'causes', 'hypoxia']"
