,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
655,2/20/20,Nigeria,,,,Nigeria,Dubawa,"Social media posts claim Chloroquine, an antimalarial drug, can cure COVID-19.",Twitter,https://twitter.com/therealdaddymo1/status/1230388892253278209?s=12,https://dubawa.org/chloroquine-does-not-cure-coronavirus/,English,FALSE,"No health authorities have confirmed Chloroquine as a cure for coronavirus. According to WHO Director General Tedros Adhanom Ghebreyesus, results of drug trials are not expected soon. The “malarial chloroquine used in China was not one of the drugs.”",cures,['Nigeria'],twitter.com,https://twitter.com/therealdaddymo1/status/1230388892253278209?s=12,twitter.com,2/20/20,"['social', 'media', 'posts', 'claim', 'chloroquine', 'antimalarial', 'drug', 'cure', 'covid']"
783,2/27/20,France,,,,France,AFP,Chloroquine cures COVID-19.,Hits2babi on FB,https://perma.cc/7KZV-XBJ6,https://factuel.afp.com/coronavirus-la-chloroquine-une-piste-tres-preliminaire-prendre-avec-prudence-selon-des-experts,French,misleading,Chloroquine showed signs is not a cure for COVID-19.,cures,['France'],perma.cc,https://www.facebook.com/hits2babiInter/videos/918459371943426/,facebook.com,2/27/20,"['chloroquine', 'cures', 'covid']"
1101,3/9/20,Nigeria,,,,Nigeria,AFP,Anti-malaria drug Chloroquine is a definitive cure for COVID-19.,WhatsApp,Unavaliable,https://factcheck.afp.com/chloroquine-has-not-been-approved-treatment-covid-19,English,misleading,"A study found the molecule showed ""apparent efficacy"" in treating the disease, but trials are still ongoing.",cures,['Nigeria'],N/A,Unavaliable,N/A,3/9/20,"['anti', 'malaria', 'drug', 'chloroquine', 'definitive', 'cure', 'covid']"
1212,3/11/20,India,,,,India,FactCrescendo,Anti-Malaria Drug Chloroquine Is A Cure For coronavirus.,"Facebook, Twitter",https://twitter.com/XRP_589_Theunis/status/1238038176557608960,https://english.factcrescendo.com/2020/03/12/no-anti-malaria-drug-chloroquine-is-not-a-cure-for-coronavirus/,English,FALSE,This claim is false. There is no scientific evidence to prove that Chloroquine can cure COVID-19.,cures,['India'],twitter.com,https://twitter.com/XRP_589_Theunis/status/1238038176557608960,twitter.com,3/11/20,"['anti', 'malaria', 'drug', 'chloroquine', 'cure', 'coronavirus']"
1634,3/17/20,India,,,,India,FactCrescendo,The WHO approves anti-malarial drug Chloroquine for COVID-19.,Economic Times NewsPaper(Print),Unavaliable,https://english.factcrescendo.com/2020/03/17/who-has-not-approved-anti-malarial-drug-chloroquine-for-treating-covid-19/,English,FALSE,"Fact Crescendo found the claim published by Economic Times to be false. The WHO has not declared, approved or recommended the anti-malarial drug Chloroquine as a treatment for COVID-19.",cures,['India'],N/A,Unavaliable,N/A,3/17/20,"['approves', 'anti', 'malarial', 'drug', 'chloroquine', 'covid']"
1724,3/17/20,Canada,,,,Canada,Détecteur de rumeurs,There is censorship against the use of chloroquine as a treatment.,"Facebook, YouTube",https://www.youtube.com/watch?v=n4J8kydOvbc&feature=emb_title,https://www.sciencepresse.qc.ca/actualite/detecteur-rumeurs/2020/03/24/covid-19-censure-contre-chloroquine-faux,French,FALSE,"A French scientist promoting chloroquine and hydroxychloroquine have generated enthusiasm for this ""treatment"" and accusations that the French government, or the Big Pharma, are hiding this cure.",cures,['Canada'],youtube.com,https://www.youtube.com/watch?v=n4J8kydOvbc&feature=emb_title,youtube.com,3/17/20,"['censorship', 'use', 'chloroquine', 'treatment']"
1939,3/19/20,France,,,,France,Les Décodeurs,"Agnès Buzyn, former french minister of Health, took chloroquine out of a list of drugs that could be sold over the counter when the coronavirus started to spread.",Twitter,https://twitter.com/KimJongUnique/status/1240636195371208706,https://www.lemonde.fr/les-decodeurs/article/2020/03/25/agnes-buzyn-a-t-elle-interdit-la-vente-libre-de-chloroquine-en-pleine-epidemie-de-covid-19_6034372_4355770.html,French,FALSE,The decision was taken before the COVID-19 crisis began.,authorities,['France'],twitter.com,https://twitter.com/KimJongUnique/status/1240636195371208706,twitter.com,3/19/20,"['agnès', 'buzyn', 'french', 'minister', 'health', 'took', 'chloroquine', 'list', 'drugs', 'sold', 'counter', 'coronavirus', 'started', 'spread']"
1946,3/19/20,United States,,,,United States,PolitiFact,"""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The coronavirus.""",Facebook,https://www.facebook.com/teapartyorg/posts/?ref=page_internal,https://www.politifact.com/factchecks/2020/mar/23/facebook-posts/100-covid-19-cure-no-chloroquine-effectiveness-onl/,English,FALSE,A French study of 20 COVID-19 patients indicates the drug might help treat the coronavirus. But it is no “100% cure.”,cures,['United States'],facebook.com,https://www.facebook.com/teapartyorg/posts/?ref=page_internal,facebook.com,3/19/20,"['huge', 'results', 'breaking', 'chloroquine', 'study', '100', 'cure', 'rate', 'patients', 'infected', 'coronavirus']"
1982,3/20/20,France,,,,France,AFP,Chloroquine was forbidden by a French government decree in January.,Online article with a screenshot of a legal decree,https://perma.cc/WJ6R-QM2V,https://factuel.afp.com/non-la-chloroquine-na-pas-ete-interdite-par-un-arrete-en-janvier-2020,French,FALSE,"The legal decree did not forbid chloroquine, but sets up a new requirement for a prescription. This change followed a recommendation of the National Agence of Medicine (ANSM), made on 12/13/19, before the outbreak of coronavirus.",authorities,['France'],perma.cc,http://news.oddr.biz/chloroquine-covid-19-coronavirus-salomon/3264.html?sfns=mo,oddr.biz,3/20/20,"['chloroquine', 'forbidden', 'french', 'government', 'decree', 'january']"
1990,3/20/20,United States,,,,United States,LeadStories,"There's definitive proof that chloroquine, hydroxychloroquine, are effective against COVID-19.",Media,https://www.youtube.com/watch?v=tcHeVqoLVWI&feature=youtu.be,https://hoax-alert.leadstories.com/3472022-Fact-Check-NO-Definitive-Proof-Chloroquine-Hydroxychloroquine-Effective-Against-COVID19.html,English,misleading,"Studies have shown some early promise, but it's not entirely solid to say the treatments work against coronavirus.",cures,['United States'],youtube.com,https://www.youtube.com/watch?v=tcHeVqoLVWI&feature=youtu.be,youtube.com,3/20/20,"['definitive', 'proof', 'chloroquine', 'hydroxychloroquine', 'effective', 'covid']"
2021,3/20/20,Brazil,,,,Brazil,Estadão Verifica,Chloroquine cures COVID-19.,Facebook,Unavaliable,https://politica.estadao.com.br/blogs/estadao-verifica/estudos-com-hidroxicloroquina-sao-preliminares-nao-compartilhe-promessas-de-curas-milagrosas-do-coronavirus/,Portuguese,partly false,Studies on chloroquine are ongoing and are not conclusive.,cures,['Brazil'],N/A,Unavaliable,N/A,3/20/20,"['chloroquine', 'cures', 'covid']"
2046,3/20/20,France,,,,France,CheckNews,"""The chloroquine stock in Paris hospitals was robbed"".",Dr Perronne speech have been used by a well-known far-right Twitter account,https://twitter.com/tprincedelamour/status/1241086310825234440,https://www.liberation.fr/checknews/2020/03/22/les-stocks-de-chloroquine-de-la-pharmacie-centrale-des-hopitaux-de-paris-ont-ils-ete-pilles_1782620,French,FALSE,"The chloroquine stocks had lowered drastically, but there have been no robbery.",cures,['France'],twitter.com,https://twitter.com/tprincedelamour/status/1241086310825234440,twitter.com,3/20/20,"['chloroquine', 'stock', 'paris', 'hospitals', 'robbed']"
2054,3/20/20,Philippines,,,,Philippines,Rappler,"U.S. President Donald Trump said in a White House briefing on 3/20/20 that chloroquine and hydroxychloroquine, which are often used to treat malaria, have been approved by the Food and Drug Administration (FDA) for treatment of COVID-19.",US President Donald Trump,Unavaliable,https://www.rappler.com/newsbreak/fact-check/255701-us-fda-approves-hydroxychloroquine-covid-19-treatment,English,partly false,"Chloroquine or hydroxychloroquine is FDA-approved for treating malaria, lupus and rheumatoid arthritis, but not COVID-19. There is no official cure for the disease as of 3/25/20.",cures,['Philippines'],N/A,Unavaliable,N/A,3/20/20,"['president', 'donald', 'trump', 'said', 'white', 'house', 'briefing', 'chloroquine', 'hydroxychloroquine', 'treat', 'malaria', 'approved', 'food', 'drug', 'administration', 'fda', 'treatment', 'covid']"
2071,3/21/20,Venezuela,Brazil,United States,,"Venezuela, Brazil, United States",Efecto Cocuyo,Chloroquine could cure coronavirus.,"Jorge Rodríguez, Communication Minister",Unavaliable,https://efectococuyo.com/cocuyo-chequea/cloroquina-covid-19/,Spanish,no evidence,There is not enough conclusive evidence to point out chloroquine as a cure treatment.,cures,"['Venezuela', 'Brazil', 'United States']",N/A,Unavaliable,N/A,3/21/20,"['chloroquine', 'cure', 'coronavirus']"
2322,3/23/20,France,,,,France,franceinfo,"Tests results, theft, ban: Three false reports about chloroquine",Facebook,Unavaliable,https://www.francetvinfo.fr/sante/maladie/coronavirus/resultats-sur-le-coronavirus-vols-de-stocks-interdiction-trois-fausses-informations-concernant-la-chloroquine_3880985.html,French,FALSE,Facebook messages claim that the former French Health Minister Agnès Buzyn chose to forbid chloroquine and that the efficiency of this treatment against COVID-19 was proved. This is incorrect.,cures,['France'],N/A,Unavaliable,N/A,3/23/20,"['tests', 'results', 'theft', 'ban', 'false', 'reports', 'chloroquine']"
2444,3/24/20,France,Morocco,,,"France, Morocco",Les Décodeurs,Five person were healed in Morocco with chloroquine.,saharamedias.net,https://www.saharamedias.net/fr/maroc-5-malades-du-coronavirus-gueris-apres-avoir-ete-traite-a-la-chloroquine/?fbclid=IwAR2S0Kjz6w7MQOMXtFuOewOjxKvwnqUwm9cMaFqwOPPP-S_7RSG7MzDaU6c,https://www.lemonde.fr/les-decodeurs/article/2020/03/26/non-le-maroc-n-a-pas-gueri-cinq-malades-du-coronavirus-grace-a-la-chloroquine_6034509_4355770.html,French,FALSE,The website mixed two distinct pieces of information to create this false claim.,cures,"['France', 'Morocco']",saharamedias.net,https://www.saharamedias.net/fr/maroc-5-malades-du-coronavirus-gueris-apres-avoir-ete-traite-a-la-chloroquine/?fbclid=IwAR2S0Kjz6w7MQOMXtFuOewOjxKvwnqUwm9cMaFqwOPPP-S_7RSG7MzDaU6c,saharamedias.net,3/24/20,"['person', 'healed', 'morocco', 'chloroquine']"
2372,3/24/20,Nigeria,,,,Nigeria,Dubawa,Controversies surrounding chloroquine suggest health authorities approved it as a cure for COVID-19.,Many social media platforms,Unavaliable,https://dubawa.org/once-more-chloroquine-is-not-a-covid-19-treatment/,English,FALSE,"Health authorities WHO, FDA and CDC have not approved chloroquine as a treatment for COVID-19. 

",cures,['Nigeria'],N/A,Unavaliable,N/A,3/24/20,"['controversies', 'surrounding', 'chloroquine', 'suggest', 'health', 'authorities', 'approved', 'cure', 'covid']"
2401,3/24/20,France,,,,France,AFP,Former French health minister prevented the use of chloroquine to heal dying people of COVID-19 to harm infectologist Didier Raoult.,Many social media platforms,https://perma.cc/T7A2-CPER,https://factuel.afp.com/coronavirus-attention-cette-video-qui-entend-denoncer-un-scandale-detat-contient-11-affirmations,French,FALSE,"The author of the video doesn't have any reliable sources; all of his claims about a ""political scandal"" are based on conspiracy theories, exaggerated or misleading affirmations.",authorities,['France'],perma.cc,https://www.facebook.com/michelweber/videos/10219615143662137/,facebook.com,3/24/20,"['french', 'health', 'minister', 'prevented', 'use', 'chloroquine', 'heal', 'dying', 'people', 'covid', 'harm', 'infectologist', 'didier', 'raoult']"
2497,3/25/20,France,,,,France,AFP,Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.,Facebook,https://perma.cc/M9W6-QSPC,https://factuel.afp.com/non-les-pays-utilisant-la-nivaquine-chloroquine-contre-la-malaria-ne-sont-pas-epargnes-par-le-covid,French,mostly false,"Nivaquine is prescribed in other countries, including France where there is coronavirus, and COVID-19 affects many more states than those indicated on the maps.",cures,['France'],perma.cc,https://www.facebook.com/photo.php?fbid=857086471429988&set=gm.199585151337302&type=3&theater,facebook.com,3/25/20,"['countries', 'use', 'nivaquine', 'chloroquine', 'malaria', 'affected', 'coronavirus']"
2574,3/25/20,Denmark,,,,Denmark,TjekDet.dk,Chloroquine cures coronavirus,Didier Raoult among others,https://www.mediterranee-infection.com/wp-content/uploads/2020/03/Hydroxychloroquine_final_DOI_IJAA.pdf,https://www.mm.dk/tjekdet/artikel/corona-vi-aner-ikke-om-malariamedicin-virker-og-forsoeget-kan-vaere-farligt,Danish,no evidence,"In particular, a French study of the positive effect of malaria medication on COVID-19 has reverberated in public debate, although the study has been criticized in the past. Danish professors warn against giving it to patients now and are therefore pleased that a Danish research project is undergoing medicine.",cures,['Denmark'],mediterranee-infection.com,https://www.mediterranee-infection.com/wp-content/uploads/2020/03/Hydroxychloroquine_final_DOI_IJAA.pdf,mediterranee-infection.com,3/25/20,"['chloroquine', 'cures', 'coronavirus']"
2631,3/26/20,Brazil,,,,Brazil,Agência Lupa,"Augusto Heleno, Brazilian general, was cured from the COVID-19 infection using chloroquine.",Midia Five (website),https://www.midiafive.com/2020/03/apos-ser-medicado-com-cloroquina.html,https://piaui.folha.uol.com.br/lupa/2020/03/26/verificamos-general-augusto-heleno-covid-19-cloroquina/,Portuguese,FALSE,"Augusto Heleno denied he had taken chloroquine for COVID-19. He tested positive last week, but returned to work seven days later.",cures,['Brazil'],midiafive.com,https://www.midiafive.com/2020/03/apos-ser-medicado-com-cloroquina.html,midiafive.com,3/26/20,"['augusto', 'heleno', 'brazilian', 'general', 'cured', 'covid', 'infection', 'chloroquine']"
2663,3/26/20,France,,,,France,franceinfo,Why you should not take seriously this card on the efficacy of chloroquine.,Twitter,Unavaliable,https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-pourquoi-cette-carte-sur-lefficacite-de-la-chloroquine-ne-doit-pas-etre-prise-au-serieux_3884423.html,French,FALSE,"Data on the card is not accurate. Some data has been obsolete for days, some for years.",authorities,['France'],N/A,Unavaliable,N/A,3/26/20,"['seriously', 'card', 'efficacy', 'chloroquine']"
2771,3/27/20,France,China,,,"France, China",franceinfo,A Chinese study is the definitive proof that chloroquine works.,Facebook,https://www.facebook.com/PourNotrePatriePatriosphereInfo/videos/221730538940026/?redirect=false,https://www.francetvinfo.fr/sante/maladie/coronavirus/coronavirus-des-etudes-chinoises-ont-elles-montre-que-la-chloroquine-guerit-la-quasi-totalite-des-patients_3885893.html,French,misleading,"A widely shared video claims that Chinese studies prove chloroquine cures almost all of COVID-19 patients. Even though there have been some encouraging initial results, the researchers are in fact very cautious.",other,"['France', 'China']",facebook.com,https://www.facebook.com/PourNotrePatriePatriosphereInfo/videos/221730538940026/?redirect=false,facebook.com,3/27/20,"['chinese', 'study', 'definitive', 'proof', 'chloroquine', 'works']"
5033,3/27/20,United Kingdom,,,,United Kingdom,Full Fact,Hydroxychloroquine and chloroquine are cures for the new coronavirus.,Facebook,https://www.facebook.com/mandy.brien.5/videos/vb.100002530947872/2941153822645620/?type=2&theater,https://fullfact.org/online/chloroquine-coronavirus/,English,FALSE,"There aren’t yet peer-reviewed clinical studies to prove either drug is effective against the symptoms of, or can protect against, the new coronavirus. You should not take either unless you’re specifically prescribed them by a doctor.",cures,['United Kingdom'],facebook.com,https://www.facebook.com/mandy.brien.5/videos/vb.100002530947872/2941153822645620/?type=2&theater,facebook.com,3/27/20,"['hydroxychloroquine', 'chloroquine', 'cures', 'new', 'coronavirus']"
2823,3/28/20,France,,,,France,AFP,"French State approved a medical protocol with Plaquenil, lopinavir/ritonavir to cure COVID-19, which is more expensive than Pr. Raoult's protocol with chloroquine.",Many social media platforms,https://perma.cc/5ZTH-R24Y,https://factuel.afp.com/non-letat-na-pas-valide-un-traitement-du-covid-par-plaquenil-et-lopinavirritonavir,French,FALSE,"The authorities didn't approve this protocol, even if those medicines are currently tested, and the comparisons between the two protocols are misleading.",,['France'],perma.cc,https://www.facebook.com/daniel.schwob.7/posts/2796178570460662,facebook.com,3/28/20,"['french', 'state', 'approved', 'medical', 'protocol', 'plaquenil', 'lopinavir', 'ritonavir', 'cure', 'covid', 'expensive', 'raoult', 'protocol', 'chloroquine']"
