,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
4561,4/21/20,Bolivia,,,,Bolivia,Bolivia Verifica,"Lemon, aspirins and honey is the recipe against COVID-19.","Cuban, youtube user",https://www.youtube.com/watch?v=f6jDjNBjRD0,https://boliviaverifica.bo/limon-aspirina-y-miel-la-falsa-receta-contra-el-coronavirus/,Spanish,FALSE,"There are no scientific proof that home remedies can cure COVID-19, OMS recommends avoid the automedication.",cures,['Bolivia'],youtube.com,https://www.youtube.com/watch?v=f6jDjNBjRD0,youtube.com,4/21/20,"['lemon', 'aspirins', 'honey', 'recipe', 'covid']"
4621,4/22/20,Spain,,,,Spain,Newtral.es,"COVID-19 is a thrombosis and is cured with anticoagulant, anti-inflammatory or antibiotic aspirin.",Whatsapp ,Unavaliable,https://www.newtral.es/el-covid-19-ni-es-una-trombosis-ni-se-cura-con-aspirinas-anticoagulantes-antiinflamatorios-o-antibioticos/20200422/,Spanish,FALSE,"The message is based on a real Italian study whose results have been manipulated. Thrombosis, which is treated with anticoagulants, is one of the possible complications resulting from the most critical cases of coronavirus.",symptoms,['Spain'],N/A,Unavaliable,N/A,4/22/20,"['covid', 'thrombosis', 'cured', 'anticoagulant', 'anti', 'inflammatory', 'antibiotic', 'aspirin']"
4629,4/22/20,Philippines,,,,Philippines,Rappler,Aspirin dissolved in lemon juice boiled with honey can be a home remedy for the coronavirus.,Spread via messaging apps,Unavaliable,https://www.rappler.com/newsbreak/fact-check/259190-aspirin-lemon-juice-honey-cures-coronavirus,English,FALSE,"There are no specific vaccines, medicines, or treatments for COVID-19, according to the World Health Organization (WHO). Reyes and the MMC denied releasing the message.",cures,['Philippines'],N/A,Unavaliable,N/A,4/22/20,"['aspirin', 'dissolved', 'lemon', 'juice', 'boiled', 'honey', 'home', 'remedy', 'coronavirus']"
5646,4/22/20,Germany,,,,Germany,Correctiv,"A Whatsapp message claims COVID-19 doesn't cause pneumonia but thrombosis, and antiobiotics or Aspirin can help or cure the disease.",Whatsapp ,Unavaliable,https://correctiv.org/faktencheck/2020/04/28/corona-kettenbrief-nein-aspirin-kann-covid-19-nicht-heilen-und-nicht-alle-patienten-sterben-an-einer-thrombose,German,mostly false,"COVID-19 patients don't all die of thrombosis, although it seems to be a common complication. The patients do get severe pneumonia. Antibiotics or aspirin are not cures for the coronavirus. ",symptoms,['Germany'],N/A,Unavaliable,N/A,4/22/20,"['whatsapp', 'message', 'claims', 'covid', 'cause', 'pneumonia', 'thrombosis', 'antiobiotics', 'aspirin', 'help', 'cure', 'disease']"
4821,4/27/20,Philippines,,,,Philippines,AFP,"Multiple Facebook posts claim that aspirin, lemon juice and honey have been combined to make a ""home remedy"" for COVID-19 in Italy. ",Fb,https://perma.cc/JS8C-YAW9,https://factcheck.afp.com/who-warns-against-self-medicating-covid-19-aspirin-lemon-juice-and-honey-remedy,English,misleading,"The World Health Organization (WHO) has warned against self-medicating for COVID-19, saying there is no current medicine that can effectively treat the disease; official guidance released by the Italian Ministry of Health about the coronavirus does not mention the purported home remedy.",cures,['Philippines'],perma.cc,https://www.facebook.com/minervs.blanco/posts/239768040676796,facebook.com,4/27/20,"['multiple', 'facebook', 'posts', 'claim', 'aspirin', 'lemon', 'juice', 'honey', 'combined', 'home', 'remedy', 'covid', 'italy']"
4897,4/29/20,Colombia,,,,Colombia ,La Silla Vacía,The new cure for coronavirus: hot water with three aspirins and lemon.,Facebook post,https://www.facebook.com/renso.basquez/videos/677168426159923/,https://lasillavacia.com/detector-no-mezcla-aspirina-y-limon-no-cura-nuevo-coronavirus-76455,Spanish,FALSE,The hot beverage is not a cure for coronavirus.,,['Colombia'],facebook.com,https://www.facebook.com/renso.basquez/videos/677168426159923/,facebook.com,4/29/20,"['new', 'cure', 'coronavirus', 'hot', 'water', 'aspirins', 'lemon']"
4966,5/4/20,India,,,,India,Vishvas News,"Self-medicate COVID-19 using a home remedy with aspirin, lemon and honey.",Facebook,https://archive.md/wip/dflhi,https://www.vishvasnews.com/english/health/fact-check-experts-warn-against-self-medicating-covid-19-using-aspirin-lemon-honey-home-remedy/,English,FALSE,One should never consume medicine without doctors recommendation. The purporting home remedy is no cure or treatment for COVID-19. ,cures,['India'],archive.md,https://www.facebook.com/minervs.blanco/posts/239768040676796,facebook.com,5/4/20,"['self', 'medicate', 'covid', 'home', 'remedy', 'aspirin', 'lemon', 'honey']"
5293,5/5/20,Peru,,,,Peru,OjoPúblico,"Sars-CoV-2 is not a virus but a bacterium, and can be treated with apronax and aspirin.",WhatsApp,https://lh3.googleusercontent.com/w6H4AN_FkoWOI97NTsVDlpFSwb-IqlkLoP9YnzWGjKcMw6dxfZ2b9pzD6ZNyH0uFos9We6ee23rCRjq2ypXSiYXJ7A0d0pkc9Ytc8uvWwY6rOhE8cWnOneGBxp7q3tzx3pgDNZ3P,https://ojo-publico.com/1810/es-falso-que-bacterias-causen-covid-19-y-apronax-y-aspirinas-lo-curen,Spanish,FALSE,"Extensive scientific documentation exists on the genetic characteristics of the new virus that causes COVID-19 (SARS-CoV-2), and the remedies mentioned are not considered for treatment.",cures,['Peru'],googleusercontent.com,https://lh3.googleusercontent.com/w6H4AN_FkoWOI97NTsVDlpFSwb-IqlkLoP9YnzWGjKcMw6dxfZ2b9pzD6ZNyH0uFos9We6ee23rCRjq2ypXSiYXJ7A0d0pkc9Ytc8uvWwY6rOhE8cWnOneGBxp7q3tzx3pgDNZ3P,googleusercontent.com,5/5/20,"['sars', 'cov', 'virus', 'bacterium', 'treated', 'apronax', 'aspirin']"
5157,5/6/20,India,,,,India,Vishvas News,"Self-medicate COVID-19 using a home remedy with aspirin, lemon and honey.",Facebook,https://archive.md/wip/dflhi,https://www.vishvasnews.com/health/fact-check-experts-warn-against-self-medicating-covid-19-using-aspirin-lemon-honey-home-remedy-2/,Hindi,FALSE,One should never consume medicine without doctors recommendation. The purporting home remedy is no cure or treatment for COVID-19. ,cures,['India'],archive.md,https://www.facebook.com/minervs.blanco/posts/239768040676796,facebook.com,5/6/20,"['self', 'medicate', 'covid', 'home', 'remedy', 'aspirin', 'lemon', 'honey']"
6155,5/14/20,Brazil,,,,Brazil,Aos Fatos,COVID-19 deaths are caused by bacteria and therefore the disease should be treated with aspirin.,Facebook posts,https://www.facebook.com/DakilaPesquisas/photos/a.239076606566797/886950791779372/?type=3&__xts__%5B0%5D=68.ARANZcJSPaX2569LFLZJgAAFbTztIHw-IAJacK7Bjj9dv9Rl0hglwfIYx1hYp-0x7y3ROXIfxb_2Yg1ZSdKaT2EBrTgGjaue4fGurX9L0Oz3y4OkBKQcVzhB_LxyBT6fphkCo4HWHGKEJY3e4xGNSfud4yl_F5kt-MuXJkf2SRU65-dm33K__8MT3Hy5Xw2u8e0RoV4KrGPWMK9YBp4YeRX2A0VohChDTXGL0Bl1CRp7ihX1J6WhsoEQwY06PHwxnbwP2lpc8b-gumGc_A7x1XcHOnuJNkY1jZc8erJnxRS6puc58AEZxqkwlLSUWih1ibCy&__tn__=-R,https://www.aosfatos.org/noticias/covid-19-nao-e-causada-por-bacteria-nem-pode-ser-curada-com-aspirina/,Portuguese,FALSE,"WHO explains, in a review published on April 19, that there is no scientific evidence to prove the effectiveness of anti-inflammatory drugs, such as aspirin and ibuprofen, in the treatment of COVID-19.",cures,['Brazil'],facebook.com,https://www.facebook.com/DakilaPesquisas/photos/a.239076606566797/886950791779372/?type=3&__xts__%5B0%5D=68.ARANZcJSPaX2569LFLZJgAAFbTztIHw-IAJacK7Bjj9dv9Rl0hglwfIYx1hYp-0x7y3ROXIfxb_2Yg1ZSdKaT2EBrTgGjaue4fGurX9L0Oz3y4OkBKQcVzhB_LxyBT6fphkCo4HWHGKEJY3e4xGNSfud4yl_F5kt-MuXJkf2SRU65-dm33K__8MT3Hy5Xw2u8e0RoV4KrGPWMK9YBp4YeRX2A0VohChDTXGL0Bl1CRp7ihX1J6WhsoEQwY06PHwxnbwP2lpc8b-gumGc_A7x1XcHOnuJNkY1jZc8erJnxRS6puc58AEZxqkwlLSUWih1ibCy&__tn__=-R,facebook.com,5/14/20,"['covid', 'deaths', 'caused', 'bacteria', 'disease', 'treated', 'aspirin']"
