,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
454,2/7/2020,Taiwan,,,,Taiwan,Taiwan FactCheck Center,A doctor said coronavirus can be alive in temperatures of 25-26C. Drinking hot water can help prevent it.,"Line, Facebook",Unavaliable,https://tfc-taiwan.org.tw/articles/2394,Chinese (traditional),false,Coronavirus can be active in temperatures of 25-26C. Drinking hot water does not prevent it.,cures,['Taiwan'],N/A,Unavaliable,N/A,2020-02-07,"['doctor', 'said', 'coronavirus', 'alive', 'temperatures', '26c', 'drinking', 'hot', 'water', 'help', 'prevent']"
588,2/15/2020,Taiwan,,,,Taiwan,Taiwan FactCheck Center,Drinking much hot water can prevent COVID-19.,"Line, Facebook",https://www.facebook.com/permalink.php?story_fbid=749491562246334&id=100015564917308,https://tfc-taiwan.org.tw/articles/2543,Chinese (traditional),false,There is no evidence to support this.,cures,['Taiwan'],facebook.com,https://www.facebook.com/permalink.php?story_fbid=749491562246334&id=100015564917308,facebook.com,2020-02-15,"['drinking', 'hot', 'water', 'prevent', 'covid']"
761,2/26/2020,Lithuania,,,,Lithuania,15min.lt,"A ""letter"" from an uncle in Wuhan claims COVID-19 can be cured with hot water.",Facebook,Unavaliable,https://www.15min.lt/naujiena/aktualu/lietuva/dedes-patarimas-su-covid-19-kovoti-karstu-vandeniu-nepades-56-1282242,Lithuanian,false,"There is no evidence hot water can cure COVID-19, other facts stated in the said letter are also inaccurate.",cures,['Lithuania'],N/A,Unavaliable,N/A,2020-02-26,"['letter', 'uncle', 'wuhan', 'claims', 'covid', 'cured', 'hot', 'water']"
951,3/3/2020,Mexico,,,,Mexico,Animal Político,Drinking hot water prevents the COVID-19,"Facebook, WhatsApp",https://www.facebook.com/photo.php?fbid=10158103135962065&set=a.187121082064&type=3&theater,https://www.animalpolitico.com/elsabueso/falso-beber-agua-caliente-previene-covid/,Spanish,false,This information is false. Health authorities do not recognize hot water as a preventive measure and experts point out that it could be counterproductive.,cures,['Mexico'],facebook.com,https://www.facebook.com/photo.php?fbid=10158103135962065&set=a.187121082064&type=3&theater,facebook.com,2020-03-03,"['drinking', 'hot', 'water', 'prevents', 'covid']"
1258,3/11/2020,Germany,,,,Germany,Correctiv,"If your nose is running you don't have COVID-19. The virus dies at 27 degrees celsius, thererfore you should drink hot water or tea. The most common way to get infected is to touch surfaces. Every normal mask can filter the virus because it is very big.",Facebook. Whatsapp,https://www.facebook.com/110892950496587/photos/a.110899510495931/120851646167384/?type=3&theater,https://correctiv.org/faktencheck/2020/04/03/kettenbrief-angebliche-tipps-eines-italienischen-arztes-zum-coronavirus-sind-groesstenteils-falsch-oder-unbelegt,German,mostly false,"The claims are false or unproven. A running nose can be a symptom of COVID-19. The virus doesn't die at 27 degrees, it can live with much higher temperatures. Drinking hot beverages doesn't cure or prevent the disease.",causes,['Germany'],facebook.com,https://www.facebook.com/110892950496587/photos/a.110899510495931/120851646167384/?type=3&theater,facebook.com,2020-03-11,"['nose', 'running', 'covid', 'virus', 'dies', 'degrees', 'celsius', 'thererfore', 'drink', 'hot', 'water', 'tea', 'common', 'way', 'infected', 'touch', 'surfaces', 'normal', 'mask', 'filter', 'virus', 'big']"
1300,3/12/2020,Brazil,,,,Brazil,Estadão Verifica,Drinking tea and hot water kills the virus; lemon slices in warm water may save your life; it's recommended to keep your money in a sealed plastic bag; a conspiracy theory suggests China is benefiting from the pandemic; vinegar is good for cleaning your hands.,WhatsApp,Unavaliable,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-veja-correntes-com-informacoes-falsas-que-circulam-no-whatsapp/,Portuguese,false,Coronavirus has already spread to countries with hot weather; water with lemons does not help prevention; the WHO recommends washing your hands after touching your money; Asian markets have been operating in low marks because of the pandemic; the WHO recommends using alcohol gel and soap to clean your hands.,cures,['Brazil'],N/A,Unavaliable,N/A,2020-03-12,"['drinking', 'tea', 'hot', 'water', 'kills', 'virus', 'lemon', 'slices', 'warm', 'water', 'save', 'life', 'recommended', 'money', 'sealed', 'plastic', 'bag', 'conspiracy', 'theory', 'suggests', 'china', 'benefiting', 'pandemic', 'vinegar', 'good', 'cleaning', 'hands']"
1307,3/12/2020,North Macedonia,Croatia,Bosnia and Herzegovina,Greece,"North Macedonia, Croatia, Bosnia and Herzegovina, Greece",Vistinomer,"The virus can be overcome by drinking hot water every 15 minutes, avoiding cold drinks and ice cream, going out in the sun to kill the virus, and with the ""self-diagnostic guideline"" -- if you hold your breath for 10 seconds and then you do not cough, you do not choke, you do not feel any tension in the lungs, you have no cystic fibrosis in the lungs and the situation is reversible.",Media,Unavaliable,https://vistinomer.mk/dezinformaciite-za-unishtuva%d1%9aeto-na-korona-virusot-i-rakot-ne-umiraat/,Macedonian,false,"These claims are false. The virus enters the oral cavity and the nose, so drinking hot water will not carry the virus to the stomach. Viruses are destroyed at higher temperatures than those normally tolerated by humans, and even sun exposure and body heat have no effect.",cures,"['North Macedonia', 'Croatia', 'Bosnia and Herzegovina', 'Greece']",N/A,Unavaliable,N/A,2020-03-12,"['virus', 'overcome', 'drinking', 'hot', 'water', 'minutes', 'avoiding', 'cold', 'drinks', 'ice', 'cream', 'going', 'sun', 'kill', 'virus', 'self', 'diagnostic', 'guideline', 'hold', 'breath', 'seconds', 'cough', 'choke', 'feel', 'tension', 'lungs', 'cystic', 'fibrosis', 'lungs', 'situation', 'reversible']"
1311,3/12/2020,Lithuania,,,,Lithuania,15min.lt,COVID-19 is cured with hot water and baking soda.,Andrius Lobovas,https://www.facebook.com/andrius.lobovas/videos/2918081231560639/,https://www.15min.lt/naujiena/aktualu/lietuva/skiepu-priesininkas-skelbia-netiesa-nuo-koronaviruso-karstas-vanduo-ir-soda-neisgelbes-56-1288602,Lithuanian,false,Mortality statistics indicate that seasonal flu is at least 60 times less deadly than COVID-19 (based on current data). Hot water and soda have no proven effects to help combat the novel coronavirus.,cures,['Lithuania'],facebook.com,https://www.facebook.com/andrius.lobovas/videos/2918081231560639/,facebook.com,2020-03-12,"['covid', 'cured', 'hot', 'water', 'baking', 'soda']"
1315,3/12/2020,Spain,China,,,"Spain, China",EFE Verifica,Vitamin C protects against the spread of the coronavirus. Lemon in hot water fights cancer. COVID-19 arises from the fusion of genetic material of a snake and a bat.,WhatsApp,Unavaliable,https://www.efe.com/efe/espana/efeverifica/el-audio-de-la-estudiante-china-vitamina-c-no-protege-frente-al-coronavirus/50001435-4194478,Spanish,false,These claims are not proven.,cures,"['Spain', 'China']",N/A,Unavaliable,N/A,2020-03-12,"['vitamin', 'protects', 'spread', 'coronavirus', 'lemon', 'hot', 'water', 'fights', 'cancer', 'covid', 'arises', 'fusion', 'genetic', 'material', 'snake', 'bat']"
1459,3/15/2020,Colombia,,,,Colombia,Colombiacheck,Gargling with hot water and salt can prevent COVID-19.,WhatsApp,Unavaliable,https://colombiacheck.com/chequeos/hacer-gargaras-con-agua-y-sal-no-elimina-el-coronavirus-covid-19,Spanish,false,There is no scientific basis for this claim.,cures,['Colombia'],N/A,Unavaliable,N/A,2020-03-15,"['gargling', 'hot', 'water', 'salt', 'prevent', 'covid']"
